L’une voudra que tu plantes des choux,	L’une voudra que tu plantes des choux,
Mazet reprit, ce n’eſt pas là le point,	Mazet reprit, ce n’est pas là le point,
Voy-tu Nuto, je ne ſuis qu’une beſte,	Vois-tu Nuto, je ne ſuis qu’une bête,
Mais dans ce lieu tu ne me verras point	Mais dans ce lieu tu ne me verras point
Un mois entier, ſans qu’on m’y faſſe feſte.	Un mois entier, sans qu’on m’y fasse fête.
La raiſon eſt, que je n’ay que vingt ans	La raison est, que je n’ai que vingt ans
Et comme toy je n’ay pas fait mon temps.	Et comme toi je n’ai pas fait mon temps.
Que d’eſtre admis. Lors luy dit le bon homme,	Que d’être admis. Lors lui dit le bon homme,
Au Fac-totum tu n’as qu’à t’adreſſer;	Au Factotum tu n’as qu’à t’adreſſer;
Allons dit l’autre. Il me vient une choſe	Allons dit l’autre. Il me vient une chose
Dedans l’eſprit, je feray le müet	Dedans l’esprit, je ferai le muet
Et l’idiot. Je penſe qu’en effet	Et l’idiot. Je pense qu’en effet
Reprit Nuto, cela peut eſtre cauſe	Reprit Nuto, cela peut être cause
Que le Pater avec le Fac-totum,	Que le Pater avec le Factotum,
N’auront de toy ny crainte ny ſoupçon.	N’auront de toi ni crainte ni soupçon
Voilà Mazet, à qui pour bien venue	Voilà Mazet, à qui pour bienvenue
L’on fait beſcher la moitié du jardin.	L’on fait bêcher la moitié du jardin.
Et cependant laboure comme un ſire.	Et cependant laboure comme un sire.
Autour de luy les Nonnesalloient rire.	Autour de lui les Nonnes allaient rire.
Un certain jour le compagnon dormant,	Un certain jour le compagnon dormant,
Ou bien feignant de dormir, il n’importe,	Ou bien feignant de dormir, il n’importe,
Bocace dit qu’il en faiſoit ſemblant.	Bocace dit qu’il en faiſait ſemblant.
Deux des Nonains le voyant de la ſorte	Deux des Nonnains le voyant de la sorte
Nulle des Sœurs ne faiſoit long ſejour	Nulle des Sœurs ne faisait long séjour
Hors le logis, le tout crainte du haſle.	Hors le logis, le tout crainte du hâle.
Dit à ſa Sœur, dedans ce cabinet	Dit à ſa Sœur, dedans ce cabinet
Menons ce ſot; Mazet eſtoit beau maſle,	Menons ce sot; Mazet était beau mâle,
Et la galande à le conſiderer	Et la galande à le conſidérer
Avoit pris gouſt, pourquoy ſans diferer	Avait pris goût, pourquoi sans différer
Amour luy fit propoſer cette affaire.	Amour lui fit proposer cette affaire.
L’autre reprit, là dedans, hé quoy faire?	L’autre reprit, là-dedans, hé quoi faire?
Ce que l’on fait alors qu’on en eſt là,	Ce que l’on fait alors qu’on en est là,
Ne dit-on pas qu’il ſe fait quelque choſe?	Ne dit-on pas qu’il se fait quelque chose?
Que dis-tu là? noſtre Regle defend	Que dis-tu là? notre Règle défend
De tels penſers. S’il nous fait un enfant.	De tels pensers. S’il nous fait un enfant.
Si l’on nous void. Tu t’en vas eſtre cauſe	Si l’on nous voit. Tu t’en vas être cause
De quelque mal? On ne nous verra point,	De quelque mal? On ne nous verra point,
Dit la premiere; & quant à l’autre point	Dit la première; et quant à l’autre point
C’eſt s’allarmer avant que le coup vienne.	C’est s’alarmer avant que le coup vienne.
Et ſans prevoir les choſes de ſi loing.	Et ſans prévoir les choſes de si loin.
Nul n’eſt icy, nous avons tout à point	Nul n’est ici, nous avons tout à point
N’y peut paſſer: Et puis ſur la venue	N’y peut passer: Et puis sur la venue
Je ſuis d’avis qu’une faſſe le guet:	Je suis d’avis qu’une fasse le guet:
Tandis que l’autre eſtant avec Mazet,	Tandis que l’autre étant avec Mazet,
A ſon bel aiſe aura lieu de s’inſtruire:	À Son bel aiSe aura lieu de s’instruire:
Il eſt muet & n’en pourra rien dire.	Il est muet et n’en pourra rien dire.
Soit fait dit l’autre; il faut à ton deſir	Soit fait dit l’autre; il faut à ton désir
Je paſſeray ſi tu veux la premiere	Je paſſerai si tu veux la première
Pour t’obliger? au moins à ton loiſir	Pour t’obliger? au moins à ton loisir
Qu’il ne ſera beſoin d’y retourner;	Qu’il ne sera besoin d’y retourner;
Ce que j’en dis, n’eſt que pour t’obliger.	Ce que j’en dis, n’est que pour t’obliger.
Je le voy bien, dit l’autre plus ſincere,	Je le vois bien, dit l’autre plus sincère,
Tu ne voudrois ſans cela commencer	Tu ne voudrais sans cela commencer
Aſſurement; & tu ſerois honteuſe.	Assurément; et tu serais honteuse.
Tant y reſta cette Sœur ſcrupuleuſe,	Tant y resta cette Sœur scrupuleuse,
