Ou si je vis, Amour veut donner cognoissance,	Ou si je vis, Amour veut donner connaissance,
Que mesme sur la mort il a commandement,	Que même sur la mort il a commandement,
Ou comme un puissant Dieu pour montrer sa puissance,	Ou comme un puissant Dieu pour montrer sa puissance,
Il luy plaist que sans cœur puisse vivre un Amant.	Il lui plaît que sans cœur puisse vivre un Amant.
Que s'il est vray, Cleon, qu'enfin vous soyez morte,	Que s’il est vrai, Cléon, qu’enfin vous soyez morte,
Nous sommes morts tous deux d'excés de nos amours.	Nous sommes morts tous deux d’excès de nos amours.
Amour vous fait mourir pour l'ennuy que je porte,	Amour vous fait mourir pour l’ennui que je porte,
Et moy pour vostre mort je remeurs tous les jours.	Et moi pour votre mort je remeurs tous les jours.
J'allois ainsi plaignant mes douleurs immortelles,	J’allais ainsi plaignant mes douleurs immortelles,
Sans que par mes regrets la mort peust s'attendrir,	Sans que par mes regrets la mort pût s’attendrir,
Et mes deux yeux changez en sources eternelles	Et mes deux yeux changez en sources éternelles
Peurent pleurer mon mal, mais non pas l'amoindrir.	Purent pleurer mon mal, mais non pas l’amoindrir.
Quand Amour avec moy d'une si belle morte,	Quand Amour avec moi d’une si belle morte,
Ayant plaint quelque temps le passage fatal,	Ayant plaint quelque temps le passage fatal,
Laissons, dit-il, les pleurs, plaignons-la d'autre sorte,	Laissons, dit-il, les pleurs, plaignons-la d’autre sorte,
Les larmes sont trop peu pour pleurer nostre mal.	Les larmes sont trop peu pour pleurer notre mal.
Si l'on me desdaigne, je laisse	Si l’on me dédaigne, je laisse
La cruelle avec son desdain,	La cruelle avec son dédain,
Et n'attends onc au lendemain,	Et n’attends onc au lendemain,
De faire nouvelle maistresse,	De faire nouvelle maîtresse,
C'est erreur de se consumer	C’est erreur de se consumer
A se faire par force aymer.	À se faire par force aimer.
Le plus souvent ces tant discrettes	Le plus souvent ces tant discrètes
Qui vont nos amours mesprisant,	Qui vont nos amours méprisant,
Ont au cœur un feu plus cuisant,	Ont au cœur un feu plus cuisant,
Mais les flames en sont secrettes,	Mais les flammes en sont secrètes,
Que pour d'autres nous allumons,	Que pour d’autres nous allumons,
Ce-pendant que nous les aymons.	Cependant que nous les aimons.
Le trop fidelle opiniatre,	Le trop fidèle opiniâtre,
Qui deceu de sa loyauté,	Qui déçu de sa loyauté,
Ayme une cruelle beauté,	Aime une cruelle beauté,
Ne semble-t'il point l'idolatre,	Ne semble-t-il point l’idolâtre,
Qui de quelque idole impuissant,	Qui de quelque idole impuissant,
Jamais le secours ne ressant ?	Jamais le secours ne ressent?
On dit bien que qui ne se lasse	On dit bien que qui ne se lasse
De longuement importuner,	De longuement importuner,
Par force en fin se fait donner,	Par force enfin se fait donner,
Mais c'est avoir mauvaise grace,	Mais c’est avoir mauvaise grâce,
Quoy qu'on puisse avoir de quelqu'un,	Quoiqu’on puisse avoir de quelqu’un,
Que d'estre tousjours importun.	Que d’être toujours importun.
Voyez les ces Amants fideles,	Voyez les ces Amants fidèles,
Ils sont tousjours pleins de douleurs,	Ils sont toujours pleins de douleurs,
Les soupirs, les regrets, les pleurs	Les soupirs, les regrets, les pleurs
Sont leurs contenances plus belles,	Sont leurs contenances plus belles,
Et semble que pour estre Amant,	Et semble que pour être Amant,
Il faille plaindre seulement.	Il faille plaindre seulement.
Celuy doit-il s'appeller homme,	Celui doit-il s’appeler homme,
Qui l'honneur de l'homme étouffant,	Qui l’honneur de l’homme étouffant,
Pleure tout ainsi qu'un enfant,	Pleure tout ainsi qu’un enfant,
Pour la perte de quelque pomme,	Pour la perte de quelque pomme,
Plustost le faut-il pas nommer,	Plutôt le faut-il pas nommer,
Un fol qui croist de bien aymer ?	Un fol qui croit de bien aimer?
Moy qui veux fuïr ces sottises,	Moi qui veux fuir ces sottises,
Qui ne donnent que de l'ennuy,	Qui ne donnent que de l’ennui,
Rendu sage du mal d'autruy,	Rendu sage du mal d’autrui,
M'en vas usant de mes franchises ;	M’en vais usant de mes franchises;
Et ne puis estre mescontant,	Et ne puis être mécontent,
Que l'on m'en appelle inconstant.	Que l’on m’en appelle inconstant.
Puis qu'il faut arracher la profonde racine	Puisqu’il faut arracher la profonde racine
Qu'Amour en vous voyant me planta dans le cœur,	Qu’Amour en vous voyant me planta dans le cœur,
Et que tant de desirs avec tant de longueur,	Et que tant de désirs avec tant de longueur,
Ont si soigneusement nourry dans ma poitrine,	Ont si soigneusement nourri dans ma poitrine,
Puis qu'il faut que le temps qui vid son origine,	Puisqu’il faut que le temps qui vit son origine,
Triomphe de sa fin, et s'en die vainqueur,	Triomphe de sa fin, et s’en dise vainqueur,
Faisons un beau dessein, et sans vivre en langueur,	Faisons un beau dessein, et sans vivre en langueur,
Ostons-en tout d'un coup, et la fleur & l'espine,	Ôtons-en tout d’un coup, et la fleur et l’épine,
Chassons tous ces desirs, esteignons tous ces feux,	Chassons tous ces désirs, éteignons tous ces feux,
Rompons tous ces liens, serrez de tant de nœuds,	Rompons tous ces liens, serrés de tant de nœuds,
Et prenons de nous mesme un congé volontaire.	Et prenons de nous-même un congé volontaire.
Nous le vaincrons ainsi, cet Amour indompté,	Nous le vaincrons ainsi, cet Amour indompté,
Et ferons constamment de nostre volonté,	Et ferons constamment de notre volonté,
Ce que le temps enfin, nous forceroit de faire.	Ce que le temps enfin, nous forcerait de faire.
